start,end,date,lat,long,districts,wards,communities,grid,road_available,road_type/paved,road_type/gravel,road_type/dirt,road_type/other,road_type/na_dn,road_type/none,signal,water_point_condition,water_source_type,water_connected,water_lift_mechanism,water_lift_mechanism_type,water_mechanism_plate,water_developer,water_manager,water_pay,water_functioning,water_not_functioning/missing_parts,water_not_functioning/lift_broken,water_not_functioning/kiosk_broken,water_not_functioning/poor_water,water_not_functioning/water_source_dry,water_not_functioning/under_construction,water_not_functioning/improperly_constr,water_not_functioning/na_dn,water_not_functioning/other,water_not_functioning/none,water_not_functioning_other,other_point_1km,water_used_season,animal_point,animal_number
2012-02-12T14:59:06.391Z,2012-02-12T15:01:38.454Z,2012-02-12,8.24653133,-3.74517789,northern,kidal,niafunke,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-12T14:53:45.681Z,2012-02-12T14:57:03.131Z,2012-02-12,8.24608566,-3.74415802,northern,kidal,niafunke,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,unprotected_well,no,yes,manual_power,no,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,wet_season,yes,50_to_500
2012-02-10T08:51:54.089Z,2012-02-10T08:55:42.163Z,2012-02-10,8.2594448,-3.84798472,northern,kidal,dire,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T08:35:35.397Z,2012-02-10T08:41:39.454Z,2012-02-10,8.25840916,-3.8478458,northern,kidal,dire,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,broken,unprotected_well,no,yes,manual_power,no,community,community,no,no,False,False,False,True,False,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-10T08:33:53.847Z,2012-02-10T22:03:31.409Z,2012-02-10,8.26330337,-3.85170902,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,borehole,no,yes,manual_power,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,dry_season,no,n/a
2012-02-10T09:36:30.925Z,2012-02-10T22:25:58.409Z,2012-02-10,8.26393041,-3.84885083,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,unprotected_well,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T08:25:17.835Z,2012-02-10T21:59:20.074Z,2012-02-10,8.26164389,-3.85069032,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-10T14:07:19.998Z,2012-02-10T23:04:36.082Z,2012-02-10,8.26697575,-3.84632236,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T10:32:00.537Z,2012-02-10T22:36:20.049Z,2012-02-10,8.26336141,-3.84776133,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,local_autority,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-12T08:17:59.958Z,2012-02-12T08:23:29.812Z,2012-02-12,8.26007025,-3.85250237,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,unprotected_well,no,no,n/a,n/a,community,other',no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-10T06:37:37.642Z,2012-02-10T06:44:37.938Z,2012-02-10,8.26065372,-3.85231288,northern,kidal,dire,na_dn,yes,False,True,False,False,False,False,high,functioning,protected_well,no,yes,manual_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-10T07:34:43.246Z,2012-02-10T07:39:31.853Z,2012-02-10,8.2619087,-3.84920081,northern,kidal,dire,na_dn,yes,False,True,False,False,False,False,high,functioning,unprotected_well,no,yes,manual_power,no,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,dry_season,no,n/a
2012-02-10T07:41:53.837Z,2012-02-10T07:47:03.008Z,2012-02-10,8.26145091,-3.84876359,northern,kidal,dire,na_dn,yes,False,True,False,False,False,False,high,functioning,unprotected_well,no,yes,manual_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,wet_season,no,n/a
2012-02-10T09:08:02.715Z,2012-02-10T09:13:30.248Z,2012-02-10,8.26052557,-3.84718041,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,unprotected_well,no,yes,manual_power,no,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-10T08:29:59.802Z,2012-02-10T08:35:21.822Z,2012-02-10,8.25838172,-3.84838751,northern,kidal,dire,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,unprotected_well,no,yes,manual_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,wet_season,no,n/a
2012-02-10T09:00:13.626Z,2012-02-10T09:03:28.758Z,2012-02-10,8.25985874,-3.84727321,northern,kidal,dire,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,unprotected_well,no,yes,manual_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,wet_season,no,n/a
2012-02-10T09:13:50.538Z,2012-02-10T09:19:53.332Z,2012-02-10,8.26127901,-3.84638196,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,unprotected_spring,no,yes,manual_power,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-10T08:46:39.033Z,2012-02-10T08:58:33.829Z,2012-02-10,8.25924072,-3.84763092,northern,kidal,dire,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,borehole,no,yes,hand_pump,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T08:09:49.765Z,2012-02-10T08:16:46.882Z,2012-02-10,8.26035095,-3.84983395,northern,kidal,dire,na_dn,yes,False,True,True,False,False,False,high,functioning,unprotected_well,no,no,n/a,n/a,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,wet_season,no,n/a
2012-02-10T06:25:23.605Z,2012-02-10T06:37:25.905Z,2012-02-10,8.26064943,-3.85249467,northern,kidal,dire,na_dn,yes,False,True,False,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-10T08:41:46.850Z,2012-02-10T08:46:30.472Z,2012-02-10,8.25847903,-3.84773022,northern,kidal,dire,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,broken,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,True,False,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-10T06:25:34.231Z,2012-02-10T21:50:28.088Z,2012-02-10,8.26083841,-3.85263781,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,broken,protected_well,no,no,n/a,n/a,international,community,no,no,False,False,False,True,True,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-10T06:50:31.210Z,2012-02-10T21:55:18.703Z,2012-02-10,8.26085072,-3.85094201,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,abandoned,borehole,no,yes,manual_power,no,international,other',no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-10T14:15:14.057Z,2012-02-10T23:08:52.484Z,2012-02-10,8.26431171,-3.84613482,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,state_government,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T08:50:36.286Z,2012-02-10T22:07:53.000Z,2012-02-10,8.26373471,-3.85264922,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,unprotected_well,no,no,n/a,n/a,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,another_pattern,no,n/a
2012-02-10T09:03:37.543Z,2012-02-10T22:14:43.919Z,2012-02-10,8.26311938,-3.8516989,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,abandoned,unprotected_well,no,no,n/a,n/a,state_government,other',no,no,False,False,False,True,True,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-10T10:48:17.365Z,2012-02-10T22:39:54.380Z,2012-02-10,8.26302428,-3.84775023,northern,kidal,dire,grid_further_500_m,yes,False,True,True,False,False,False,high,broken,borehole,no,yes,hand_pump,no,local_autority,community,no,no,False,False,True,False,False,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-10T09:28:58.481Z,2012-02-10T22:21:13.440Z,2012-02-10,8.26419135,-3.84971081,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,international,public,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,more_500
2012-02-10T10:40:05.429Z,2012-02-10T22:37:47.207Z,2012-02-10,8.26321142,-3.84783248,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,international,community,no,no,False,True,False,False,False,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-10T08:55:53.588Z,2012-02-10T22:11:13.024Z,2012-02-10,8.26318485,-3.85202236,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,unprotected_well,no,no,n/a,n/a,public,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T14:19:08.343Z,2012-02-10T23:10:26.759Z,2012-02-10,8.26442266,-3.84610291,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,unprotected_well,no,yes,manual_power,no,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-10T09:10:46.055Z,2012-02-10T22:17:33.635Z,2012-02-10,8.26329131,-3.85078068,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,abandoned,borehole,no,yes,manual_power,no,international,public,no,no,False,False,False,True,True,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-10T09:56:13.509Z,2012-02-10T22:33:45.624Z,2012-02-10,8.26343605,-3.84809432,northern,kidal,dire,grid_further_500_m,yes,False,False,True,False,False,False,high,broken,unprotected_well,no,no,n/a,n/a,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-10T13:54:13.163Z,2012-02-10T23:03:03.840Z,2012-02-10,8.26498007,-3.84792652,northern,kidal,dire,grid_further_500_m,yes,False,True,False,False,False,False,high,functioning,protected_spring,yes,yes,pump_solar,no,international,individual,no,no,False,False,True,False,False,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-10T15:18:12.432Z,2012-02-10T15:23:15.541Z,2012-02-10,8.22617339,-3.92027091,northern,kidal,bandiagara,na_dn,no,n/a,n/a,n/a,n/a,n/a,n/a,high,abandoned,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,no,n/a
2012-02-10T15:13:52.804Z,2012-02-10T15:20:30.689Z,2012-02-10,8.23150111,-3.93632439,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,abandoned,borehole,no,no,n/a,n/a,community,individual,no,no,True,False,False,False,True,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-10T15:24:07.621Z,2012-02-10T23:14:39.557Z,2012-02-10,8.21567431,-3.91844057,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,another_pattern,yes,50_to_500
2012-02-10T16:06:40.267Z,2012-02-10T16:12:04.453Z,2012-02-10,8.22510821,-3.92607686,northern,kidal,bandiagara,grid_further_500_m,yes,False,False,True,False,False,False,low,broken,unprotected_well,no,no,n/a,n/a,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,cannot_determine,yes,10_to_50
2012-02-10T15:57:34.063Z,2012-02-10T16:04:02.492Z,2012-02-10,8.22307266,-3.92449518,northern,kidal,bandiagara,grid_further_500_m,yes,False,False,True,False,False,False,low,broken,unprotected_well,no,no,n/a,n/a,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,10_to_50
2012-02-10T16:24:40.336Z,2012-02-10T16:30:27.302Z,2012-02-10,8.22326818,-3.92830914,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,abandoned,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,False,False,True,False,False,False,n/a,no,another_pattern,no,n/a
2012-02-10T17:12:18.189Z,2012-02-10T17:16:38.892Z,2012-02-10,8.2101853,-3.93636927,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,more_500
2012-02-10T16:45:33.531Z,2012-02-10T16:50:31.437Z,2012-02-10,8.21969161,-3.92745398,northern,kidal,bandiagara,grid_further_500_m,yes,False,False,True,False,False,False,low,abandoned,unprotected_well,no,no,n/a,n/a,individual,individual,no,no,False,False,False,False,False,False,True,False,False,False,n/a,yes,year_round,no,n/a
2012-02-10T16:45:17.367Z,2012-02-11T16:35:51.864Z,2012-02-10,8.24685377,-3.91266113,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,manual_power,na_dn,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T14:36:56.152Z,2012-02-10T18:20:43.168Z,2012-02-10,8.23062601,-3.9283845,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,unprotected_well,no,yes,manual_power,na_dn,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,wet_season,no,n/a
2012-02-10T16:14:07.875Z,2012-02-10T16:17:24.634Z,2012-02-10,8.25941819,-3.91199792,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,protected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,no,n/a
2012-02-10T14:20:13.294Z,2012-02-10T18:13:51.954Z,2012-02-10,8.23092739,-3.92838874,northern,kidal,bandiagara,grid_further_500_m,yes,True,True,False,False,False,False,low,functioning,unprotected_well,no,yes,manual_power,na_dn,individual,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,wet_season,no,n/a
2012-02-10T15:30:01.014Z,2012-02-11T16:32:03.877Z,2012-02-10,8.24655627,-3.9055966,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,abandoned,unprotected_well,no,na_dn,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-10T15:56:32.250Z,2012-02-10T18:17:36.442Z,2012-02-10,8.25523605,-3.91035268,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,no,n/a
2012-02-11T08:19:56.920Z,2012-02-11T08:24:45.304Z,2012-02-11,8.24146705,-3.93721627,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,protected_well,no,no,n/a,n/a,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,yes,50_to_500
2012-02-11T08:11:58.135Z,2012-02-11T08:16:07.785Z,2012-02-11,8.2374246,-3.93371462,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,no,n/a
2012-02-10T16:50:39.474Z,2012-02-10T16:55:11.256Z,2012-02-10,8.24674374,-3.91248928,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,na_dn,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T15:20:09.683Z,2012-02-10T18:14:36.905Z,2012-02-10,8.24873474,-3.90481832,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,abandoned,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,no,n/a
2012-02-10T16:40:31.995Z,2012-02-11T16:34:22.107Z,2012-02-10,8.24714992,-3.91267783,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,unprotected_well,no,no,n/a,n/a,community,international,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T16:02:09.352Z,2012-02-10T18:15:51.164Z,2012-02-10,8.25563104,-3.91114269,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,broken,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,no,n/a
2012-02-11T08:04:20.986Z,2012-02-11T08:08:43.076Z,2012-02-11,8.23477471,-3.93476687,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,no,n/a
2012-02-10T14:50:04.724Z,2012-02-10T18:15:17.783Z,2012-02-10,8.22985249,-3.92662029,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,False,False,False,False,low,abandoned,borehole,no,no,n/a,n/a,state_government,na_dn,no,no,False,False,False,True,False,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-10T15:33:48.595Z,2012-02-10T15:45:28.691Z,2012-02-10,8.22780467,-3.91069338,northern,kidal,bandiagara,na_dn,yes,False,False,True,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-10T16:02:49.664Z,2012-02-10T16:07:02.191Z,2012-02-10,8.22929274,-3.92377053,northern,kidal,bandiagara,na_dn,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,unprotected_well,yes,yes,manual_power,no,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-10T15:20:50.375Z,2012-02-10T15:33:06.528Z,2012-02-10,8.2326832,-3.93753341,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,protected_well,no,yes,manual_power,no,community,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-10T14:40:24.273Z,2012-02-10T14:47:02.482Z,2012-02-10,8.2303242,-3.93385523,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,broken,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,no,n/a
2012-02-10T14:50:59.880Z,2012-02-10T15:03:52.578Z,2012-02-10,8.23108869,-3.93548576,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,protected_well,no,yes,manual_power,no,community,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-10T16:19:32.618Z,2012-02-10T16:24:05.591Z,2012-02-10,8.23417656,-3.93264795,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,broken,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,no,wet_season,no,n/a
2012-02-10T15:40:52.383Z,2012-02-10T15:51:15.387Z,2012-02-10,8.23361689,-3.93452691,northern,kidal,bandiagara,grid_further_500_m,yes,False,True,True,True,False,False,high,functioning,unprotected_well,no,yes,manual_power,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,no,n/a
2012-02-10T15:05:18.131Z,2012-02-10T15:13:26.912Z,2012-02-10,8.23124917,-3.93690431,northern,kidal,bandiagara,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,abandoned,borehole,yes,yes,manual_power,no,na_dn,international,no,no,True,True,False,False,True,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
