start,end,date,lat,long,districts,wards,communities,grid,road_available,road_type/paved,road_type/gravel,road_type/dirt,road_type/other,road_type/na_dn,road_type/none,signal,water_point_condition,water_source_type,water_connected,water_lift_mechanism,water_lift_mechanism_type,water_mechanism_plate,water_developer,water_manager,water_pay,water_functioning,water_not_functioning/missing_parts,water_not_functioning/lift_broken,water_not_functioning/kiosk_broken,water_not_functioning/poor_water,water_not_functioning/water_source_dry,water_not_functioning/under_construction,water_not_functioning/improperly_constr,water_not_functioning/na_dn,water_not_functioning/other,water_not_functioning/none,water_not_functioning_other,other_point_1km,water_used_season,animal_point,animal_number
2012-02-13T14:54:43.467Z,2012-02-13T14:57:09.050Z,2012-02-13,8.2761278,-4.05945403,upper_east,gao,bondo,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,yes,50_to_500
2012-02-13T14:59:58.460Z,2012-02-13T15:03:23.242Z,2012-02-13,8.27530304,-4.05930785,upper_east,gao,bondo,grid_further_500_m,yes,False,False,True,False,False,False,low,broken,dam_dugout,no,no,n/a,n/a,community,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,yes,50_to_500
2012-02-13T13:21:41.357Z,2012-02-13T13:30:21.663Z,2012-02-13,8.2760684,-4.05443887,upper_east,gao,bondo,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,protected_well,no,yes,manual_power,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T14:48:58.199Z,2012-02-13T14:52:39.577Z,2012-02-13,8.2777067,-4.06147675,upper_east,gao,bondo,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,yes,50_to_500
2012-02-13T12:55:36.030Z,2012-02-13T13:00:43.897Z,2012-02-13,8.27161631,-4.06343494,upper_east,gao,ndioum,grid_further_500_m,yes,False,False,True,False,False,False,high,broken,borehole,no,yes,hand_pump,no,individual,individual,no,no,False,True,False,False,False,False,False,False,False,False,n/a,yes,cannot_determine,yes,50_to_500
2012-02-13T13:00:52.526Z,2012-02-13T13:03:31.253Z,2012-02-13,8.271615,-4.06327585,upper_east,gao,ndioum,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T13:14:38.108Z,2012-02-13T13:21:20.784Z,2012-02-13,8.27150241,-4.05071802,upper_east,gao,ndioum,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,unprotected_well,no,yes,manual_power,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T13:54:39.085Z,2012-02-13T13:58:45.642Z,2012-02-13,8.27418706,-4.06813999,upper_east,gao,ndioum,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,borehole,no,yes,hand_pump,no,local_autority,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T13:07:45.608Z,2012-02-13T13:13:29.369Z,2012-02-13,8.26966964,-4.05679262,upper_east,gao,ndioum,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,borehole,no,yes,hand_pump,no,local_autority,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T13:03:40.095Z,2012-02-13T13:06:16.444Z,2012-02-13,8.27164254,-4.06283432,upper_east,gao,ndioum,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,protected_well,no,yes,manual_power,no,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T15:27:15.360Z,2012-02-13T15:31:28.006Z,2012-02-13,8.29641481,-3.99901812,upper_east,gao,other,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,hand_pump,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T14:41:56.156Z,2012-02-13T14:46:31.448Z,2012-02-13,8.26813994,-4.01636331,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,unprotected_well,no,yes,manual_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,another_pattern,no,n/a
2012-02-15T14:11:24.789Z,2012-02-15T14:14:45.925Z,2012-02-15,8.39138906,-3.99229975,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-01-29T06:48:31.354Z,2012-01-29T06:57:11.917Z,2012-01-29,#VALUE!,#VALUE!,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,state_government,local_autority,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:43:21.272Z,2012-01-28T13:49:15.921Z,2012-01-28,8.27161005,-4.10697032,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,borehole,no,yes,hand_pump,no,private,private,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-01-28T13:36:53.984Z,2012-01-28T13:39:48.244Z,2012-01-28,8.27126413,-4.10695784,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:20:50.445Z,2012-01-28T13:24:20.255Z,2012-01-28,8.27049369,-4.10825355,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:13:45.465Z,2012-01-28T13:16:53.818Z,2012-01-28,8.26890637,-4.10830906,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:30:20.803Z,2012-01-28T13:33:04.406Z,2012-01-28,8.26924998,-4.10720208,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T12:53:41.742Z,2012-01-28T12:57:23.139Z,2012-01-28,8.2643031,-4.11856624,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,newly_constructed,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T12:14:59.407Z,2012-01-28T12:18:04.625Z,2012-01-28,8.27453506,-4.10678215,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,protected_well,no,yes,hand_pump,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-01-28T12:08:57.291Z,2012-01-28T12:12:37.221Z,2012-01-28,8.2759703,-4.1102696,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,protected_well,no,yes,hand_pump,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-01-28T11:59:52.478Z,2012-01-28T12:03:06.547Z,2012-01-28,8.27186815,-4.11083292,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T11:29:12.820Z,2012-01-28T11:51:50.694Z,2012-01-28,8.27475522,-4.11570292,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,state_government,local_autority,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T11:21:58.673Z,2012-01-28T11:28:01.760Z,2012-01-28,8.27517315,-4.11642775,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,broken,borehole,no,yes,hand_pump,no,state_government,community,no,no,False,False,False,False,False,False,False,True,False,False,n/a,yes,cannot_determine,na_dn,n/a
2012-01-28T13:04:59.829Z,2012-01-28T13:09:47.859Z,2012-01-28,8.26268896,-4.11549605,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,protected_well,no,yes,hand_pump,no,local_autority,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,10_to_50
2012-01-28T13:01:18.433Z,2012-01-28T13:04:51.405Z,2012-01-28,8.26257493,-4.11567893,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-01-28T13:57:12.659Z,2012-01-28T13:59:26.073Z,2012-01-28,8.26959484,-4.10917878,upper_east,gao,other,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,other,yes,no,n/a,n/a,local_autority,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-13T14:26:25.379Z,2012-02-13T14:31:51.732Z,2012-02-13,8.26222201,-4.01504234,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,protected_well,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,another_pattern,yes,50_to_500
2012-02-13T16:36:31.828Z,2012-02-13T16:43:18.948Z,2012-02-13,8.30550522,-4.03429309,upper_east,gao,other,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,dam_dugout,no,no,n/a,n/a,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,more_500
2012-02-13T14:32:40.987Z,2012-02-13T14:36:06.967Z,2012-02-13,8.26180448,-4.01561145,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,broken,borehole,no,yes,hand_pump,no,international,community,no,no,False,False,True,False,True,False,False,False,False,False,n/a,no,another_pattern,no,n/a
2012-02-13T14:17:58.686Z,2012-02-13T14:23:07.864Z,2012-02-13,8.27038342,-4.01795894,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,under_construction,borehole,no,na_dn,n/a,n/a,international,na_dn,no,no,False,False,False,False,False,True,False,False,False,False,n/a,no,cannot_determine,no,n/a
2012-02-13T14:48:59.664Z,2012-02-13T14:53:06.494Z,2012-02-13,8.26915558,-4.01653032,upper_east,gao,other,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,unprotected_well,no,yes,manual_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,another_pattern,yes,10_to_50
2012-02-13T16:29:16.855Z,2012-02-13T16:33:57.274Z,2012-02-13,8.3056407,-4.03307494,upper_east,gao,other,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,dam_dugout,no,no,n/a,n/a,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,more_500
2012-02-15T14:39:44.159Z,2012-02-15T14:42:34.762Z,2012-02-15,8.39276667,-3.99734243,upper_east,gao,other,grid_further_500_m,yes,False,True,True,False,False,False,low,functioning,protected_well,no,no,n/a,n/a,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,year_round,yes,10_to_50
2012-02-15T12:43:36.976Z,2012-02-15T12:46:47.132Z,2012-02-15,8.35515107,-4.02072675,upper_east,gao,other,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,10_to_50
2012-02-15T12:29:06.963Z,2012-02-15T12:32:31.283Z,2012-02-15,8.36245119,-4.02280618,upper_east,gao,other,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-15T12:36:26.155Z,2012-02-15T12:38:56.877Z,2012-02-15,8.36011457,-4.02459627,upper_east,gao,other,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,dam_dugout,no,no,n/a,n/a,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-15T12:49:29.608Z,2012-02-15T12:51:46.996Z,2012-02-15,8.35406918,-4.02442498,upper_east,gao,other,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,10_to_50
2012-02-13T08:28:42.648Z,2012-02-13T08:34:04.020Z,2012-02-13,8.25130317,-4.13234576,upper_east,gao,kangaba,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,unprotected_well,no,yes,animal_power,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-13T09:25:36.533Z,2012-02-13T09:32:48.402Z,2012-02-13,8.26181761,-4.12384197,upper_east,gao,kangaba,grid_within_500_m,yes,False,False,True,False,False,False,high,functioning,other,yes,no,n/a,n/a,na_dn,community,yes,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-13T09:02:10.080Z,2012-02-13T09:07:50.285Z,2012-02-13,8.2561851,-4.12702125,upper_east,gao,kangaba,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,protected_well,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T09:29:51.636Z,2012-02-13T09:34:02.841Z,2012-02-13,8.26165685,-4.1238861,upper_east,gao,kangaba,grid_within_500_m,yes,False,True,False,False,False,False,high,functioning,protected_well,no,no,n/a,n/a,international,community,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,year_round,no,n/a
2012-02-13T08:11:58.582Z,2012-02-13T08:15:22.940Z,2012-02-13,8.25065321,-4.12995041,upper_east,gao,kangaba,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,high,functioning,protected_well,no,no,n/a,n/a,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-13T08:34:51.695Z,2012-02-13T08:44:23.774Z,2012-02-13,8.2498536,-4.13442163,upper_east,gao,kangaba,grid_further_500_m,yes,False,False,True,False,False,False,high,functioning,borehole,no,yes,manual_power,no,na_dn,na_dn,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-14T12:41:10.943Z,2012-02-14T12:50:10.979Z,2012-02-14,8.30098443,-4.10441754,upper_east,gao,sawanke,grid_within_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T15:16:11.215Z,2012-02-13T15:20:45.338Z,2012-02-13,8.30437356,-3.99716869,upper_east,gao,matoum,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,hand_pump,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T15:04:31.028Z,2012-02-13T15:09:09.946Z,2012-02-13,8.2989247,-4.01487744,upper_east,gao,matoum,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,hand_pump,no,community,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T12:54:19.972Z,2012-02-13T12:57:32.988Z,2012-02-13,8.28884589,-4.01025817,upper_east,gao,ngaundere,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T12:31:00.973Z,2012-02-13T12:36:59.139Z,2012-02-13,8.29018701,-4.01903913,upper_east,gao,ngaundere,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-13T12:47:09.349Z,2012-02-13T12:51:05.352Z,2012-02-13,8.29074385,-4.01375928,upper_east,gao,ngaundere,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,unprotected_well,no,no,n/a,n/a,individual,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-13T12:37:27.228Z,2012-02-13T12:41:44.731Z,2012-02-13,8.2898925,-4.01907911,upper_east,gao,ngaundere,grid_further_500_m,yes,False,False,True,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,community,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-14T16:16:22.077Z,2012-02-14T16:19:45.119Z,2012-02-14,8.15644947,-4.12162851,upper_east,gao,garalo,grid_further_500_m,yes,False,True,False,False,False,False,low,broken,borehole,no,yes,hand_pump,no,international,individual,no,no,False,True,False,False,False,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-14T16:03:51.773Z,2012-02-14T16:08:35.751Z,2012-02-14,8.16695755,-4.12738997,upper_east,gao,garalo,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,protected_well,no,yes,manual_power,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-14T16:00:51.276Z,2012-02-14T16:03:29.515Z,2012-02-14,8.16612062,-4.12761953,upper_east,gao,garalo,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-14T16:31:20.828Z,2012-02-14T16:34:13.004Z,2012-02-14,8.16677937,-4.13125524,upper_east,gao,garalo,na_dn,yes,False,True,False,False,False,False,low,broken,borehole,no,yes,hand_pump,no,international,individual,no,no,False,True,False,False,False,False,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-14T16:24:36.340Z,2012-02-14T16:27:24.309Z,2012-02-14,8.16507292,-4.13106815,upper_east,gao,garalo,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,protected_well,no,yes,manual_power,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-14T13:50:22.081Z,2012-02-14T13:54:17.375Z,2012-02-14,8.17318352,-4.13464521,upper_east,gao,djabalo,grid_further_500_m,yes,False,True,False,False,False,False,low,broken,borehole,no,yes,hand_pump,no,international,individual,no,no,False,True,False,False,False,False,False,False,False,False,n/a,yes,cannot_determine,yes,50_to_500
2012-02-14T15:18:02.136Z,2012-02-14T15:23:02.253Z,2012-02-14,8.17285329,-4.13842434,upper_east,gao,djabalo,grid_further_500_m,yes,False,True,False,False,False,False,low,broken,unprotected_well,no,yes,manual_power,no,community,international,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,no,n/a
2012-02-14T14:38:17.801Z,2012-02-14T14:41:00.809Z,2012-02-14,8.17305772,-4.13835467,upper_east,gao,djabalo,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,local_autority,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-14T15:32:16.576Z,2012-02-14T15:34:54.383Z,2012-02-14,8.17523694,-4.13672098,upper_east,gao,djabalo,grid_further_500_m,yes,False,True,False,False,False,False,low,broken,unprotected_well,no,yes,manual_power,no,individual,individual,no,no,False,False,False,False,True,False,False,False,False,False,n/a,yes,wet_season,no,n/a
2012-02-14T14:25:00.858Z,2012-02-14T14:27:53.108Z,2012-02-14,8.17707631,-4.13023772,upper_east,gao,thiel,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,hand_pump,no,local_autority,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,yes,50_to_500
2012-02-14T18:13:27.937Z,2012-02-14T18:18:24.416Z,2012-02-14,8.1867141,-4.13634909,upper_east,gao,lingeure,grid_further_500_m,yes,False,True,False,False,False,False,low,under_construction,borehole,no,no,n/a,n/a,local_autority,local_autority,no,no,False,False,False,False,False,True,False,False,False,False,n/a,yes,cannot_determine,no,n/a
2012-02-14T14:44:34.169Z,2012-02-14T14:48:08.756Z,2012-02-14,8.18181645,-4.13960009,upper_east,gao,lingeure,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,protected_well,no,yes,manual_power,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,year_round,no,n/a
2012-02-14T15:03:14.304Z,2012-02-14T15:05:45.415Z,2012-02-14,8.19361602,-4.14833275,upper_east,gao,lingeure,grid_further_500_m,no,n/a,n/a,n/a,n/a,n/a,n/a,low,functioning,borehole,no,yes,hand_pump,no,local_autority,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
2012-02-14T14:18:51.303Z,2012-02-14T14:21:22.607Z,2012-02-14,8.17236824,-4.13233603,upper_east,gao,tambacounda,grid_further_500_m,yes,False,True,False,False,False,False,low,functioning,borehole,no,yes,hand_pump,no,international,individual,no,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,year_round,yes,50_to_500
